run_id,dataset,seed,shot,category,role,path,size_bytes,mtime_ns,sha256
20260805_mvtec_final_validation_s1_k1,mvtec,1,1,wood,text_prediction,D:\STUDY\My_github\sci_project\outputs\anomalyclip\mvtec_npz\wood.npz,75905302,1785299500611027100,28797b146567a590a5bcb1c316e565238e39e4e8e2d608eb62f2096b76f3df8f
20260805_mvtec_final_validation_s1_k1,mvtec,1,1,wood,text_sample_id_sidecar,D:\STUDY\My_github\sci_project\outputs\dynamic_fusion\sidecars\anomalyclip_mvtec_518\wood.sample_ids.npz,565,1785946554505211200,fa5540d48a8685f131fb4a75110b88787edd10c5558e702c45d0a2017af427bb
20260805_mvtec_final_validation_s1_k1,mvtec,1,1,zipper,visual_prediction,D:\STUDY\My_github\sci_project\outputs\anomalydino\unified_matrix\seed_1_shot_1\predictions\zipper.npz,105791381,1785984239942853600,70cb1c71f79ebd7fe451c96bc3d1bf7a31449ab920965e266a43725a4a8ab37e
20260805_mvtec_final_validation_s1_k1,mvtec,1,1,zipper,text_prediction,D:\STUDY\My_github\sci_project\outputs\anomalyclip\mvtec_npz\zipper.npz,146032416,1785299492664852100,1025f09c4115f522c92f73dd8a43b7f55155137677d1c2bdc26d992f0891769c
20260805_mvtec_final_validation_s1_k1,mvtec,1,1,zipper,text_sample_id_sidecar,D:\STUDY\My_github\sci_project\outputs\dynamic_fusion\sidecars\anomalyclip_mvtec_518\zipper.sample_ids.npz,900,1785946554909042700,bc7f63eb85561adea674605db2264ac6eb0665f69190cbcbdcbc2a6c2c80f7b6
20260805_mvtec_final_validation_s1_k2,mvtec,1,2,bottle,visual_prediction,D:\STUDY\My_github\sci_project\outputs\anomalydino\unified_matrix\seed_1_shot_2\predictions\bottle.npz,58829041,1785985462670556000,2c9864f5ecb52fb337b87ba3695b211515da458809fa20fc0b505d37be54a3e8
20260805_mvtec_final_validation_s1_k2,mvtec,1,2,bottle,text_prediction,D:\STUDY\My_github\sci_project\outputs\anomalyclip\mvtec_npz\bottle.npz,80395581,1785299438080874700,533e243439559494e3c8ef719fd3e9026e2d812857c25ce729b20881335f2007
20260805_mvtec_final_validation_s1_k2,mvtec,1,2,bottle,text_sample_id_sidecar,D:\STUDY\My_github\sci_project\outputs\dynamic_fusion\sidecars\anomalyclip_mvtec_518\bottle.sample_ids.npz,594,1785946548976158400,74c7ce702c2cbafa781012d3010e47515da68d2a1e362cfcbbfa939e5eccf203
20260805_mvtec_final_validation_s1_k2,mvtec,1,2,cable,visual_prediction,D:\STUDY\My_github\sci_project\outputs\anomalydino\unified_matrix\seed_1_shot_2\predictions\cable.npz,104007477,1785985472049334100,b6e832500dcc4c616528f053e1a9809d0d967bebc333c8a50d9f8c2e72445907
20260805_mvtec_final_validation_s1_k2,mvtec,1,2,cable,text_prediction,D:\STUDY\My_github\sci_project\outputs\anomalyclip\mvtec_npz\cable.npz,144631682,1785299454113058000,97cdea7b527b798e5b32c042e6574a11422f52944f68024a82ef17ed3447ccde
20260805_mvtec_final_validation_s1_k2,mvtec,1,2,cable,text_sample_id_sidecar,D:\STUDY\My_github\sci_project\outputs\dynamic_fusion\sidecars\anomalyclip_mvtec_518\cable.sample_ids.npz,948,1785946549359201900,4b95eaba47d460b29268c6b1e30d27c06c965b59e0c4ef8863ec5b187d101283
20260805_mvtec_final_validation_s1_k2,mvtec,1,2,capsule,visual_prediction,D:\STUDY\My_github\sci_project\outputs\anomalydino\unified_matrix\seed_1_shot_2\predictions\capsule.npz,42888163,1785985477083339600,ab1f243dd1d3b6870e00d64c46c9024cf34b1a21ef0b9500d4ee41404ee3c0db
20260805_mvtec_final_validation_s1_k2,mvtec,1,2,capsule,text_prediction,D:\STUDY\My_github\sci_project\outputs\anomalyclip\mvtec_npz\capsule.npz,122777856,1785299459959907600,c83fbed39c6bcea91182f3ee08d605098581d089b2743d557b13e8c02478c8a2
20260805_mvtec_final_validation_s1_k2,mvtec,1,2,capsule,text_sample_id_sidecar,D:\STUDY\My_github\sci_project\outputs\dynamic_fusion\sidecars\anomalyclip_mvtec_518\capsule.sample_ids.npz,804,1785946549858651000,8c1a7361ca51812ecf2b8f6a962030a81a68bddfa78d52a4e41c052db361f724
20260805_mvtec_final_validation_s1_k2,mvtec,1,2,carpet,visual_prediction,D:\STUDY\My_github\sci_project\outputs\anomalydino\unified_matrix\seed_1_shot_2\predictions\carpet.npz,81679890,1785985484357378100,80b05849422c60284485631d525ce2f2e03ea006deff73cae85cca8852b142d0
20260805_mvtec_final_validation_s1_k2,mvtec,1,2,carpet,text_prediction,D:\STUDY\My_github\sci_project\outputs\anomalyclip\mvtec_npz\carpet.npz,109719138,1785299434722809300,c6acafd5bb0c44946c8d77df7917a2617915b8e679c5e45f06610bd9b26c9300
20260805_mvtec_final_validation_s1_k2,mvtec,1,2,carpet,text_sample_id_sidecar,D:\STUDY\My_github\sci_project\outputs\dynamic_fusion\sidecars\anomalyclip_mvtec_518\carpet.sample_ids.npz,748,1785946550299217000,8d2d168638a265b2f92b5d2b40fc697799bd9b710a0222b568a9355eef2cd242
20260805_mvtec_final_validation_s1_k2,mvtec,1,2,grid,visual_prediction,D:\STUDY\My_github\sci_project\outputs\anomalydino\unified_matrix\seed_1_shot_2\predictions\grid.npz,53866176,1785985489486412200,5799eeaa76f36f7c17e63b42045a2fe569cbde0107d1641742ee92e50cb3763b
20260805_mvtec_final_validation_s1_k2,mvtec,1,2,grid,text_prediction,D:\STUDY\My_github\sci_project\outputs\anomalyclip\mvtec_npz\grid.npz,74449068,1785299463151146100,3401ebe9b9a1ad4069650e88acae3c30fb92381b04dc32b5606222d7c09b9aa4
20260805_mvtec_final_validation_s1_k2,mvtec,1,2,grid,text_sample_id_sidecar,D:\STUDY\My_github\sci_project\outputs\dynamic_fusion\sidecars\anomalyclip_mvtec_518\grid.sample_ids.npz,627,1785946550713938200,65aeffe03a2e8eb91b0f3ffd4f11cee8922d8ccd4f01a5c1f9e8ad3338bc5179
20260805_mvtec_final_validation_s1_k2,mvtec,1,2,hazelnut,visual_prediction,D:\STUDY\My_github\sci_project\outputs\anomalydino\unified_matrix\seed_1_shot_2\predictions\hazelnut.npz,48063516,1785985494412203300,e49bd8e8d5cde83790b15a211e87e536055f67e14749b2fe7c69dc5cf943267d
20260805_mvtec_final_validation_s1_k2,mvtec,1,2,hazelnut,text_prediction,D:\STUDY\My_github\sci_project\outputs\anomalyclip\mvtec_npz\hazelnut.npz,104129984,1785299442764357600,a0fb15e55153308d2727a364e3b4a62781596dffefaed4ac22d09fc099e2e3d0
20260805_mvtec_final_validation_s1_k2,mvtec,1,2,hazelnut,text_sample_id_sidecar,D:\STUDY\My_github\sci_project\outputs\dynamic_fusion\sidecars\anomalyclip_mvtec_518\hazelnut.sample_ids.npz,666,1785946551057562200,44085a429de3bf92adbbb02d01191ea0eb7db85e3da97c10e182efa641b9a3ba
20260805_mvtec_final_validation_s1_k2,mvtec,1,2,leather,visual_prediction,D:\STUDY\My_github\sci_project\outputs\anomalydino\unified_matrix\seed_1_shot_2\predictions\leather.npz,86088320,1785985503111785600,3bdc7718ed39c677eb3a957d972174da0047e2de8b28b6f6b70f2cbff1228672
20260805_mvtec_final_validation_s1_k2,mvtec,1,2,leather,text_prediction,D:\STUDY\My_github\sci_project\outputs\anomalyclip\mvtec_npz\leather.npz,117745411,1785299448045567600,c0970e228136d6cc6bfecbd169b8b18443952dbd26df72efb4913292814f85e6
20260805_mvtec_final_validation_s1_k2,mvtec,1,2,leather,text_sample_id_sidecar,D:\STUDY\My_github\sci_project\outputs\dynamic_fusion\sidecars\anomalyclip_mvtec_518\leather.sample_ids.npz,711,1785946551447284500,bcf74766e3392e4611990353264a1708f57967397a9556e48a3d3d57defb3c21
20260805_mvtec_final_validation_s1_k2,mvtec,1,2,metal_nut,visual_prediction,D:\STUDY\My_github\sci_project\outputs\anomalydino\unified_matrix\seed_1_shot_2\predictions\metal_nut.npz,80684236,1785985509954940100,9449ab48d4df5eb62692e0b6212a064d20b57c8fb23f4ab43b25aeb69b0532ff
20260805_mvtec_final_validation_s1_k2,mvtec,1,2,metal_nut,text_prediction,D:\STUDY\My_github\sci_project\outputs\anomalyclip\mvtec_npz\metal_nut.npz,111536857,1785299478509590500,7b0be8ad61d09a58d0af7496c08a108b0a192d2fc0c130f19fcbdc6b230617e7
20260805_mvtec_final_validation_s1_k2,mvtec,1,2,metal_nut,text_sample_id_sidecar,D:\STUDY\My_github\sci_project\outputs\dynamic_fusion\sidecars\anomalyclip_mvtec_518\metal_nut.sample_ids.npz,699,1785946551876644800,0c8e19aece6fb40bbde56246265af1332edf6ae0c43bd144fff723bc64df9783
20260805_mvtec_final_validation_s1_k2,mvtec,1,2,pill,visual_prediction,D:\STUDY\My_github\sci_project\outputs\anomalydino\unified_matrix\seed_1_shot_2\predictions\pill.npz,75989170,1785985517265981200,db39143fa9bf131cee5489637823961e354d1a84f8c5d0992680092c14edccf9
20260805_mvtec_final_validation_s1_k2,mvtec,1,2,pill,text_prediction,D:\STUDY\My_github\sci_project\outputs\anomalyclip\mvtec_npz\pill.npz,158551016,1785299470083609700,5eccddec199b6945de6c15751a18620d353d29a1f6a226af628bdbb300d58400
20260805_mvtec_final_validation_s1_k2,mvtec,1,2,pill,text_sample_id_sidecar,D:\STUDY\My_github\sci_project\outputs\dynamic_fusion\sidecars\anomalyclip_mvtec_518\pill.sample_ids.npz,963,1785946552347011500,80e11e3247d8a5287c4ce45dcf0371ad5f8d41b3014dc896022232e870558b38
20260805_mvtec_final_validation_s1_k2,mvtec,1,2,screw,visual_prediction,D:\STUDY\My_github\sci_project\outputs\anomalydino\unified_matrix\seed_1_shot_2\predictions\screw.npz,60564663,1785985523557056900,dfa16f21137206a238a7e95e54e1a57dd7d2b4eac7e8a4046f08fd0918d66260
20260805_mvtec_final_validation_s1_k2,mvtec,1,2,screw,text_prediction,D:\STUDY\My_github\sci_project\outputs\anomalyclip\mvtec_npz\screw.npz,152991292,1785299485045043100,2e6dd78cd69ca61f4cae05102daa4a212a4e8782ae80109b2b8867efd245321e
20260805_mvtec_final_validation_s1_k2,mvtec,1,2,screw,text_sample_id_sidecar,D:\STUDY\My_github\sci_project\outputs\dynamic_fusion\sidecars\anomalyclip_mvtec_518\screw.sample_ids.npz,944,1785946552975160800,a66f02f2a293b134ad59e2ea6ea29d4883e729986418b15d41e77c39b7fc7e71
20260805_mvtec_final_validation_s1_k2,mvtec,1,2,tile,visual_prediction,D:\STUDY\My_github\sci_project\outputs\anomalydino\unified_matrix\seed_1_shot_2\predictions\tile.npz,80596818,1785985531139123200,e94aeb51032c611349ad62d3e1b193a6d0504a1ac50ab0dc7fbfd60fee1cde0f
20260805_mvtec_final_validation_s1_k2,mvtec,1,2,tile,text_prediction,D:\STUDY\My_github\sci_project\outputs\anomalyclip\mvtec_npz\tile.npz,112304392,1785299497375001300,6486169a3cd3bbb92f48ee6be52b8c0c378bd2eee264e61b1e998856d2143acb
20260805_mvtec_final_validation_s1_k2,mvtec,1,2,tile,text_sample_id_sidecar,D:\STUDY\My_github\sci_project\outputs\dynamic_fusion\sidecars\anomalyclip_mvtec_518\tile.sample_ids.npz,730,1785946553531205500,f25c42abdd09795f83d306fea8ab90a36016a2aacdd9bd200e21a6337f1ccc4f
20260805_mvtec_final_validation_s1_k2,mvtec,1,2,toothbrush,visual_prediction,D:\STUDY\My_github\sci_project\outputs\anomalydino\unified_matrix\seed_1_shot_2\predictions\toothbrush.npz,16786130,1785985533020222400,d46761b7145a759181c1d4a3a6dc0cac09900c4498a3217419ee6e1e57558980
20260805_mvtec_final_validation_s1_k2,mvtec,1,2,toothbrush,text_prediction,D:\STUDY\My_github\sci_project\outputs\anomalyclip\mvtec_npz\toothbrush.npz,40392087,1785299486755523400,a37f01caf3ede9155cb5cac05acc980ea055ab3f51feb8825307ee9c347e1384
20260805_mvtec_final_validation_s1_k2,mvtec,1,2,toothbrush,text_sample_id_sidecar,D:\STUDY\My_github\sci_project\outputs\dynamic_fusion\sidecars\anomalyclip_mvtec_518\toothbrush.sample_ids.npz,416,1785946553888846800,71c093b7c35cea96f7f16be71e2dbf278c0da9b32bb115a2ae42406f46f1f9a4
20260805_mvtec_final_validation_s1_k2,mvtec,1,2,transistor,visual_prediction,D:\STUDY\My_github\sci_project\outputs\anomalydino\unified_matrix\seed_1_shot_2\predictions\transistor.npz,68946750,1785985538807567200,eed7d38a9b672b27ea2bf4b201748bea8756f1aa88f866e23f043a23625b5e25
20260805_mvtec_final_validation_s1_k2,mvtec,1,2,transistor,text_prediction,D:\STUDY\My_github\sci_project\outputs\anomalyclip\mvtec_npz\transistor.npz,96802839,1785299474001434500,69e66925559c0fd155389e12a7544351ae7c30762535f1a47557f515cb346bf2
20260805_mvtec_final_validation_s1_k2,mvtec,1,2,transistor,text_sample_id_sidecar,D:\STUDY\My_github\sci_project\outputs\dynamic_fusion\sidecars\anomalyclip_mvtec_518\transistor.sample_ids.npz,689,1785946554144551400,a6622363a662b5b9655f0992f3ee14cafc3ae774067f556684725a957f640bcb
20260805_mvtec_final_validation_s1_k2,mvtec,1,2,wood,visual_prediction,D:\STUDY\My_github\sci_project\outputs\anomalydino\unified_matrix\seed_1_shot_2\predictions\wood.npz,54255631,1785985543688620000,23392e0ff43a9447ca8f0f15293bc33c1d94d3991b2e920b38a00fa840c1a4b6
20260805_mvtec_final_validation_s1_k2,mvtec,1,2,wood,text_prediction,D:\STUDY\My_github\sci_project\outputs\anomalyclip\mvtec_npz\wood.npz,75905302,1785299500611027100,28797b146567a590a5bcb1c316e565238e39e4e8e2d608eb62f2096b76f3df8f
20260805_mvtec_final_validation_s1_k2,mvtec,1,2,wood,text_sample_id_sidecar,D:\STUDY\My_github\sci_project\outputs\dynamic_fusion\sidecars\anomalyclip_mvtec_518\wood.sample_ids.npz,565,1785946554505211200,fa5540d48a8685f131fb4a75110b88787edd10c5558e702c45d0a2017af427bb
20260805_mvtec_final_validation_s1_k2,mvtec,1,2,zipper,visual_prediction,D:\STUDY\My_github\sci_project\outputs\anomalydino\unified_matrix\seed_1_shot_2\predictions\zipper.npz,105733080,1785985552269654600,fe9d9cee120f667fd319d01aebc0fd7498258fba3ddc3c41d04109852ed4f4b4
20260805_mvtec_final_validation_s1_k2,mvtec,1,2,zipper,text_prediction,D:\STUDY\My_github\sci_project\outputs\anomalyclip\mvtec_npz\zipper.npz,146032416,1785299492664852100,1025f09c4115f522c92f73dd8a43b7f55155137677d1c2bdc26d992f0891769c
20260805_mvtec_final_validation_s1_k2,mvtec,1,2,zipper,text_sample_id_sidecar,D:\STUDY\My_github\sci_project\outputs\dynamic_fusion\sidecars\anomalyclip_mvtec_518\zipper.sample_ids.npz,900,1785946554909042700,bc7f63eb85561adea674605db2264ac6eb0665f69190cbcbdcbc2a6c2c80f7b6
20260805_mvtec_final_validation_s1_k4,mvtec,1,4,bottle,visual_prediction,D:\STUDY\My_github\sci_project\outputs\anomalydino\unified_matrix\seed_1_shot_4\predictions\bottle.npz,58786409,1785986276347387100,1ddda013837f2fd822593652ed7512983570cf48641afb28fc0416c1dd8b3602
20260805_mvtec_final_validation_s1_k4,mvtec,1,4,bottle,text_prediction,D:\STUDY\My_github\sci_project\outputs\anomalyclip\mvtec_npz\bottle.npz,80395581,1785299438080874700,533e243439559494e3c8ef719fd3e9026e2d812857c25ce729b20881335f2007
20260805_mvtec_final_validation_s1_k4,mvtec,1,4,bottle,text_sample_id_sidecar,D:\STUDY\My_github\sci_project\outputs\dynamic_fusion\sidecars\anomalyclip_mvtec_518\bottle.sample_ids.npz,594,1785946548976158400,74c7ce702c2cbafa781012d3010e47515da68d2a1e362cfcbbfa939e5eccf203
20260805_mvtec_final_validation_s1_k4,mvtec,1,4,cable,visual_prediction,D:\STUDY\My_github\sci_project\outputs\anomalydino\unified_matrix\seed_1_shot_4\predictions\cable.npz,103650692,1785986284787776500,448d92ac36c8ab4c099e6a09d08c22263bed8fba906e65600f08bf1171d2a0d8
20260805_mvtec_final_validation_s1_k4,mvtec,1,4,cable,text_prediction,D:\STUDY\My_github\sci_project\outputs\anomalyclip\mvtec_npz\cable.npz,144631682,1785299454113058000,97cdea7b527b798e5b32c042e6574a11422f52944f68024a82ef17ed3447ccde
20260805_mvtec_final_validation_s1_k4,mvtec,1,4,cable,text_sample_id_sidecar,D:\STUDY\My_github\sci_project\outputs\dynamic_fusion\sidecars\anomalyclip_mvtec_518\cable.sample_ids.npz,948,1785946549359201900,4b95eaba47d460b29268c6b1e30d27c06c965b59e0c4ef8863ec5b187d101283
20260805_mvtec_final_validation_s1_k4,mvtec,1,4,capsule,visual_prediction,D:\STUDY\My_github\sci_project\outputs\anomalydino\unified_matrix\seed_1_shot_4\predictions\capsule.npz,42942752,1785986289297325200,8c05ab57c59e13e59478829e62202ee972ca7a5b9ba0e86845ba045a51918d0c
20260805_mvtec_final_validation_s1_k4,mvtec,1,4,capsule,text_prediction,D:\STUDY\My_github\sci_project\outputs\anomalyclip\mvtec_npz\capsule.npz,122777856,1785299459959907600,c83fbed39c6bcea91182f3ee08d605098581d089b2743d557b13e8c02478c8a2
20260805_mvtec_final_validation_s1_k4,mvtec,1,4,capsule,text_sample_id_sidecar,D:\STUDY\My_github\sci_project\outputs\dynamic_fusion\sidecars\anomalyclip_mvtec_518\capsule.sample_ids.npz,804,1785946549858651000,8c1a7361ca51812ecf2b8f6a962030a81a68bddfa78d52a4e41c052db361f724
20260805_mvtec_final_validation_s1_k4,mvtec,1,4,carpet,visual_prediction,D:\STUDY\My_github\sci_project\outputs\anomalydino\unified_matrix\seed_1_shot_4\predictions\carpet.npz,81865781,1785986295701779900,a426f96b36360afff6ad1f5b3c27f41b37e4c44b7d90410752661de23484afc3
20260805_mvtec_final_validation_s1_k4,mvtec,1,4,carpet,text_prediction,D:\STUDY\My_github\sci_project\outputs\anomalyclip\mvtec_npz\carpet.npz,109719138,1785299434722809300,c6acafd5bb0c44946c8d77df7917a2617915b8e679c5e45f06610bd9b26c9300
20260805_mvtec_final_validation_s1_k4,mvtec,1,4,carpet,text_sample_id_sidecar,D:\STUDY\My_github\sci_project\outputs\dynamic_fusion\sidecars\anomalyclip_mvtec_518\carpet.sample_ids.npz,748,1785946550299217000,8d2d168638a265b2f92b5d2b40fc697799bd9b710a0222b568a9355eef2cd242
20260805_mvtec_final_validation_s1_k4,mvtec,1,4,grid,visual_prediction,D:\STUDY\My_github\sci_project\outputs\anomalydino\unified_matrix\seed_1_shot_4\predictions\grid.npz,53995626,1785986299976037800,7fba490900e1725635fcb248ade695d6816728afee14d8256f3c82fad9e276cf
20260805_mvtec_final_validation_s1_k4,mvtec,1,4,grid,text_prediction,D:\STUDY\My_github\sci_project\outputs\anomalyclip\mvtec_npz\grid.npz,74449068,1785299463151146100,3401ebe9b9a1ad4069650e88acae3c30fb92381b04dc32b5606222d7c09b9aa4
20260805_mvtec_final_validation_s1_k4,mvtec,1,4,grid,text_sample_id_sidecar,D:\STUDY\My_github\sci_project\outputs\dynamic_fusion\sidecars\anomalyclip_mvtec_518\grid.sample_ids.npz,627,1785946550713938200,65aeffe03a2e8eb91b0f3ffd4f11cee8922d8ccd4f01a5c1f9e8ad3338bc5179
20260805_mvtec_final_validation_s1_k4,mvtec,1,4,hazelnut,visual_prediction,D:\STUDY\My_github\sci_project\outputs\anomalydino\unified_matrix\seed_1_shot_4\predictions\hazelnut.npz,48010704,1785986304129550400,6c8406ee0bf01c513ae479402433255456853e7394f1ce1fcc59a021e7e45b80
20260805_mvtec_final_validation_s1_k4,mvtec,1,4,hazelnut,text_prediction,D:\STUDY\My_github\sci_project\outputs\anomalyclip\mvtec_npz\hazelnut.npz,104129984,1785299442764357600,a0fb15e55153308d2727a364e3b4a62781596dffefaed4ac22d09fc099e2e3d0
20260805_mvtec_final_validation_s1_k4,mvtec,1,4,hazelnut,text_sample_id_sidecar,D:\STUDY\My_github\sci_project\outputs\dynamic_fusion\sidecars\anomalyclip_mvtec_518\hazelnut.sample_ids.npz,666,1785946551057562200,44085a429de3bf92adbbb02d01191ea0eb7db85e3da97c10e182efa641b9a3ba
20260805_mvtec_final_validation_s1_k4,mvtec,1,4,leather,visual_prediction,D:\STUDY\My_github\sci_project\outputs\anomalydino\unified_matrix\seed_1_shot_4\predictions\leather.npz,86219605,1785986311038277700,46b774c832bb0da41f410e7982cb6884050751d715cc78f6e027cfa70d4a552c
20260805_mvtec_final_validation_s1_k4,mvtec,1,4,leather,text_prediction,D:\STUDY\My_github\sci_project\outputs\anomalyclip\mvtec_npz\leather.npz,117745411,1785299448045567600,c0970e228136d6cc6bfecbd169b8b18443952dbd26df72efb4913292814f85e6
20260805_mvtec_final_validation_s1_k4,mvtec,1,4,leather,text_sample_id_sidecar,D:\STUDY\My_github\sci_project\outputs\dynamic_fusion\sidecars\anomalyclip_mvtec_518\leather.sample_ids.npz,711,1785946551447284500,bcf74766e3392e4611990353264a1708f57967397a9556e48a3d3d57defb3c21
20260805_mvtec_final_validation_s1_k4,mvtec,1,4,metal_nut,visual_prediction,D:\STUDY\My_github\sci_project\outputs\anomalydino\unified_matrix\seed_1_shot_4\predictions\metal_nut.npz,80811444,1785986317247682500,60fabfd8c41c0f7a0abd512a8a8cf546d49703d278fa32da6f8865cd152bdb97
20260805_mvtec_final_validation_s1_k4,mvtec,1,4,metal_nut,text_prediction,D:\STUDY\My_github\sci_project\outputs\anomalyclip\mvtec_npz\metal_nut.npz,111536857,1785299478509590500,7b0be8ad61d09a58d0af7496c08a108b0a192d2fc0c130f19fcbdc6b230617e7
20260805_mvtec_final_validation_s1_k4,mvtec,1,4,metal_nut,text_sample_id_sidecar,D:\STUDY\My_github\sci_project\outputs\dynamic_fusion\sidecars\anomalyclip_mvtec_518\metal_nut.sample_ids.npz,699,1785946551876644800,0c8e19aece6fb40bbde56246265af1332edf6ae0c43bd144fff723bc64df9783
20260805_mvtec_final_validation_s1_k4,mvtec,1,4,pill,visual_prediction,D:\STUDY\My_github\sci_project\outputs\anomalydino\unified_matrix\seed_1_shot_4\predictions\pill.npz,76027569,1785986323733575500,f31ec25890812cc4bab9a2963234afaf842af6881e64d8e52bb0e17ee5661899
20260805_mvtec_final_validation_s1_k4,mvtec,1,4,pill,text_prediction,D:\STUDY\My_github\sci_project\outputs\anomalyclip\mvtec_npz\pill.npz,158551016,1785299470083609700,5eccddec199b6945de6c15751a18620d353d29a1f6a226af628bdbb300d58400
20260805_mvtec_final_validation_s1_k4,mvtec,1,4,pill,text_sample_id_sidecar,D:\STUDY\My_github\sci_project\outputs\dynamic_fusion\sidecars\anomalyclip_mvtec_518\pill.sample_ids.npz,963,1785946552347011500,80e11e3247d8a5287c4ce45dcf0371ad5f8d41b3014dc896022232e870558b38
20260805_mvtec_final_validation_s1_k4,mvtec,1,4,screw,visual_prediction,D:\STUDY\My_github\sci_project\outputs\anomalydino\unified_matrix\seed_1_shot_4\predictions\screw.npz,60644880,1785986329242933600,31ee0d3c89f4eb138b19b382f023c7a215ca3628c1786493ef17d6d9fff9f2f4
20260805_mvtec_final_validation_s1_k4,mvtec,1,4,screw,text_prediction,D:\STUDY\My_github\sci_project\outputs\anomalyclip\mvtec_npz\screw.npz,152991292,1785299485045043100,2e6dd78cd69ca61f4cae05102daa4a212a4e8782ae80109b2b8867efd245321e
20260805_mvtec_final_validation_s1_k4,mvtec,1,4,screw,text_sample_id_sidecar,D:\STUDY\My_github\sci_project\outputs\dynamic_fusion\sidecars\anomalyclip_mvtec_518\screw.sample_ids.npz,944,1785946552975160800,a66f02f2a293b134ad59e2ea6ea29d4883e729986418b15d41e77c39b7fc7e71
20260805_mvtec_final_validation_s1_k4,mvtec,1,4,tile,visual_prediction,D:\STUDY\My_github\sci_project\outputs\anomalydino\unified_matrix\seed_1_shot_4\predictions\tile.npz,80588317,1785986335854042200,33e29811c01f98157a23efefe908be69ffdd537a5fd8d916d03121087b4d22b7
20260805_mvtec_final_validation_s1_k4,mvtec,1,4,tile,text_prediction,D:\STUDY\My_github\sci_project\outputs\anomalyclip\mvtec_npz\tile.npz,112304392,1785299497375001300,6486169a3cd3bbb92f48ee6be52b8c0c378bd2eee264e61b1e998856d2143acb
20260805_mvtec_final_validation_s1_k4,mvtec,1,4,tile,text_sample_id_sidecar,D:\STUDY\My_github\sci_project\outputs\dynamic_fusion\sidecars\anomalyclip_mvtec_518\tile.sample_ids.npz,730,1785946553531205500,f25c42abdd09795f83d306fea8ab90a36016a2aacdd9bd200e21a6337f1ccc4f
20260805_mvtec_final_validation_s1_k4,mvtec,1,4,toothbrush,visual_prediction,D:\STUDY\My_github\sci_project\outputs\anomalydino\unified_matrix\seed_1_shot_4\predictions\toothbrush.npz,16809531,1785986337512799100,995ff98db67eeaa8ba476f33828c675beb54080c4d6b0719be7804859ea403ba
20260805_mvtec_final_validation_s1_k4,mvtec,1,4,toothbrush,text_prediction,D:\STUDY\My_github\sci_project\outputs\anomalyclip\mvtec_npz\toothbrush.npz,40392087,1785299486755523400,a37f01caf3ede9155cb5cac05acc980ea055ab3f51feb8825307ee9c347e1384
20260805_mvtec_final_validation_s1_k4,mvtec,1,4,toothbrush,text_sample_id_sidecar,D:\STUDY\My_github\sci_project\outputs\dynamic_fusion\sidecars\anomalyclip_mvtec_518\toothbrush.sample_ids.npz,416,1785946553888846800,71c093b7c35cea96f7f16be71e2dbf278c0da9b32bb115a2ae42406f46f1f9a4
20260805_mvtec_final_validation_s1_k4,mvtec,1,4,transistor,visual_prediction,D:\STUDY\My_github\sci_project\outputs\anomalydino\unified_matrix\seed_1_shot_4\predictions\transistor.npz,68771878,1785986343125892200,b7ca87c21a453980f3e4113dcc4866bb32bbaff76f5dc026a2f6a96c366d4f4e
20260805_mvtec_final_validation_s1_k4,mvtec,1,4,transistor,text_prediction,D:\STUDY\My_github\sci_project\outputs\anomalyclip\mvtec_npz\transistor.npz,96802839,1785299474001434500,69e66925559c0fd155389e12a7544351ae7c30762535f1a47557f515cb346bf2
20260805_mvtec_final_validation_s1_k4,mvtec,1,4,transistor,text_sample_id_sidecar,D:\STUDY\My_github\sci_project\outputs\dynamic_fusion\sidecars\anomalyclip_mvtec_518\transistor.sample_ids.npz,689,1785946554144551400,a6622363a662b5b9655f0992f3ee14cafc3ae774067f556684725a957f640bcb
20260805_mvtec_final_validation_s1_k4,mvtec,1,4,wood,visual_prediction,D:\STUDY\My_github\sci_project\outputs\anomalydino\unified_matrix\seed_1_shot_4\predictions\wood.npz,54390109,1785986347498997600,a5684d8b12c143d60c25d258fbe30ddf4f07b1f1c7636753d473e330f1c31eb3
20260805_mvtec_final_validation_s1_k4,mvtec,1,4,wood,text_prediction,D:\STUDY\My_github\sci_project\outputs\anomalyclip\mvtec_npz\wood.npz,75905302,1785299500611027100,28797b146567a590a5bcb1c316e565238e39e4e8e2d608eb62f2096b76f3df8f
20260805_mvtec_final_validation_s1_k4,mvtec,1,4,wood,text_sample_id_sidecar,D:\STUDY\My_github\sci_project\outputs\dynamic_fusion\sidecars\anomalyclip_mvtec_518\wood.sample_ids.npz,565,1785946554505211200,fa5540d48a8685f131fb4a75110b88787edd10c5558e702c45d0a2017af427bb
20260805_mvtec_final_validation_s1_k4,mvtec,1,4,zipper,visual_prediction,D:\STUDY\My_github\sci_project\outputs\anomalydino\unified_matrix\seed_1_shot_4\predictions\zipper.npz,105926797,1785986355440495000,428192cc9cc236b80b1e65bae757eeafde5b9e5f4aaff9851273d9423105f7fc
20260805_mvtec_final_validation_s1_k4,mvtec,1,4,zipper,text_prediction,D:\STUDY\My_github\sci_project\outputs\anomalyclip\mvtec_npz\zipper.npz,146032416,1785299492664852100,1025f09c4115f522c92f73dd8a43b7f55155137677d1c2bdc26d992f0891769c
